Age,nat,loc,value,loc_code
99,Nationalité (catégorie) - Total,......6605 Bardonnex,0,6605
100,Nationalité (catégorie) - Total,......6605 Bardonnex,0,6605
0,Suisse,......6605 Bardonnex,13,6605
1,Suisse,......6605 Bardonnex,21,6605
2,Suisse,......6605 Bardonnex,21,6605
3,Suisse,......6605 Bardonnex,21,6605
4,Suisse,......6605 Bardonnex,16,6605
5,Suisse,......6605 Bardonnex,12,6605
6,Suisse,......6605 Bardonnex,16,6605
7,Suisse,......6605 Bardonnex,15,6605
8,Suisse,......6605 Bardonnex,24,6605
9,Suisse,......6605 Bardonnex,22,6605
10,Suisse,......6605 Bardonnex,14,6605
11,Suisse,......6605 Bardonnex,17,6605
12,Suisse,......6605 Bardonnex,26,6605
13,Suisse,......6605 Bardonnex,16,6605
14,Suisse,......6605 Bardonnex,24,6605
15,Suisse,......6605 Bardonnex,20,6605
16,Suisse,......6605 Bardonnex,18,6605
17,Suisse,......6605 Bardonnex,21,6605
18,Suisse,......6605 Bardonnex,16,6605
19,Suisse,......6605 Bardonnex,26,6605
20,Suisse,......6605 Bardonnex,20,6605
21,Suisse,......6605 Bardonnex,22,6605
22,Suisse,......6605 Bardonnex,20,6605
23,Suisse,......6605 Bardonnex,32,6605
24,Suisse,......6605 Bardonnex,21,6605
25,Suisse,......6605 Bardonnex,18,6605
26,Suisse,......6605 Bardonnex,18,6605
27,Suisse,......6605 Bardonnex,14,6605
28,Suisse,......6605 Bardonnex,13,6605
29,Suisse,......6605 Bardonnex,10,6605
30,Suisse,......6605 Bardonnex,6,6605
31,Suisse,......6605 Bardonnex,8,6605
32,Suisse,......6605 Bardonnex,14,6605
33,Suisse,......6605 Bardonnex,17,6605
34,Suisse,......6605 Bardonnex,13,6605
35,Suisse,......6605 Bardonnex,16,6605
36,Suisse,......6605 Bardonnex,11,6605
37,Suisse,......6605 Bardonnex,27,6605
38,Suisse,......6605 Bardonnex,6,6605
39,Suisse,......6605 Bardonnex,16,6605
40,Suisse,......6605 Bardonnex,28,6605
41,Suisse,......6605 Bardonnex,28,6605
42,Suisse,......6605 Bardonnex,21,6605
43,Suisse,......6605 Bardonnex,22,6605
44,Suisse,......6605 Bardonnex,20,6605
45,Suisse,......6605 Bardonnex,34,6605
46,Suisse,......6605 Bardonnex,29,6605
47,Suisse,......6605 Bardonnex,24,6605
48,Suisse,......6605 Bardonnex,28,6605
49,Suisse,......6605 Bardonnex,32,6605
50,Suisse,......6605 Bardonnex,26,6605
51,Suisse,......6605 Bardonnex,30,6605
52,Suisse,......6605 Bardonnex,29,6605
53,Suisse,......6605 Bardonnex,23,6605
54,Suisse,......6605 Bardonnex,27,6605
55,Suisse,......6605 Bardonnex,20,6605
56,Suisse,......6605 Bardonnex,33,6605
57,Suisse,......6605 Bardonnex,36,6605
58,Suisse,......6605 Bardonnex,29,6605
59,Suisse,......6605 Bardonnex,22,6605
60,Suisse,......6605 Bardonnex,23,6605
61,Suisse,......6605 Bardonnex,20,6605
62,Suisse,......6605 Bardonnex,29,6605
63,Suisse,......6605 Bardonnex,26,6605
64,Suisse,......6605 Bardonnex,28,6605
65,Suisse,......6605 Bardonnex,19,6605
66,Suisse,......6605 Bardonnex,13,6605
67,Suisse,......6605 Bardonnex,26,6605
68,Suisse,......6605 Bardonnex,36,6605
69,Suisse,......6605 Bardonnex,18,6605
70,Suisse,......6605 Bardonnex,26,6605
71,Suisse,......6605 Bardonnex,26,6605
72,Suisse,......6605 Bardonnex,25,6605
73,Suisse,......6605 Bardonnex,24,6605
74,Suisse,......6605 Bardonnex,21,6605
75,Suisse,......6605 Bardonnex,12,6605
76,Suisse,......6605 Bardonnex,8,6605
77,Suisse,......6605 Bardonnex,11,6605
78,Suisse,......6605 Bardonnex,9,6605
79,Suisse,......6605 Bardonnex,7,6605
80,Suisse,......6605 Bardonnex,10,6605
81,Suisse,......6605 Bardonnex,5,6605
82,Suisse,......6605 Bardonnex,6,6605
83,Suisse,......6605 Bardonnex,5,6605
84,Suisse,......6605 Bardonnex,9,6605
85,Suisse,......6605 Bardonnex,6,6605
86,Suisse,......6605 Bardonnex,10,6605
87,Suisse,......6605 Bardonnex,5,6605
88,Suisse,......6605 Bardonnex,4,6605
89,Suisse,......6605 Bardonnex,6,6605
90,Suisse,......6605 Bardonnex,6,6605
91,Suisse,......6605 Bardonnex,1,6605
92,Suisse,......6605 Bardonnex,1,6605
93,Suisse,......6605 Bardonnex,3,6605
94,Suisse,......6605 Bardonnex,0,6605
95,Suisse,......6605 Bardonnex,0,6605
96,Suisse,......6605 Bardonnex,0,6605
97,Suisse,......6605 Bardonnex,0,6605
98,Suisse,......6605 Bardonnex,0,6605
99,Suisse,......6605 Bardonnex,0,6605
100,Suisse,......6605 Bardonnex,0,6605
0,Etranger,......6605 Bardonnex,6,6605
1,Etranger,......6605 Bardonnex,5,6605
2,Etranger,......6605 Bardonnex,4,6605
3,Etranger,......6605 Bardonnex,1,6605
4,Etranger,......6605 Bardonnex,8,6605
5,Etranger,......6605 Bardonnex,3,6605
6,Etranger,......6605 Bardonnex,7,6605
7,Etranger,......6605 Bardonnex,7,6605
8,Etranger,......6605 Bardonnex,6,6605
9,Etranger,......6605 Bardonnex,6,6605
10,Etranger,......6605 Bardonnex,3,6605
11,Etranger,......6605 Bardonnex,5,6605
12,Etranger,......6605 Bardonnex,8,6605
13,Etranger,......6605 Bardonnex,4,6605
14,Etranger,......6605 Bardonnex,3,6605
15,Etranger,......6605 Bardonnex,7,6605
16,Etranger,......6605 Bardonnex,5,6605
17,Etranger,......6605 Bardonnex,4,6605
18,Etranger,......6605 Bardonnex,6,6605
19,Etranger,......6605 Bardonnex,4,6605
20,Etranger,......6605 Bardonnex,1,6605
21,Etranger,......6605 Bardonnex,5,6605
22,Etranger,......6605 Bardonnex,3,6605
23,Etranger,......6605 Bardonnex,5,6605
24,Etranger,......6605 Bardonnex,5,6605
25,Etranger,......6605 Bardonnex,3,6605
26,Etranger,......6605 Bardonnex,7,6605
27,Etranger,......6605 Bardonnex,7,6605
28,Etranger,......6605 Bardonnex,8,6605
29,Etranger,......6605 Bardonnex,4,6605
30,Etranger,......6605 Bardonnex,10,6605
31,Etranger,......6605 Bardonnex,9,6605
32,Etranger,......6605 Bardonnex,11,6605
33,Etranger,......6605 Bardonnex,11,6605
34,Etranger,......6605 Bardonnex,11,6605
35,Etranger,......6605 Bardonnex,10,6605
36,Etranger,......6605 Bardonnex,10,6605
37,Etranger,......6605 Bardonnex,11,6605
38,Etranger,......6605 Bardonnex,4,6605
39,Etranger,......6605 Bardonnex,10,6605
40,Etranger,......6605 Bardonnex,11,6605
41,Etranger,......6605 Bardonnex,20,6605
42,Etranger,......6605 Bardonnex,9,6605
43,Etranger,......6605 Bardonnex,18,6605
44,Etranger,......6605 Bardonnex,8,6605
45,Etranger,......6605 Bardonnex,11,6605
46,Etranger,......6605 Bardonnex,13,6605
47,Etranger,......6605 Bardonnex,8,6605
48,Etranger,......6605 Bardonnex,12,6605
49,Etranger,......6605 Bardonnex,10,6605
50,Etranger,......6605 Bardonnex,11,6605
51,Etranger,......6605 Bardonnex,8,6605
52,Etranger,......6605 Bardonnex,6,6605
53,Etranger,......6605 Bardonnex,9,6605
54,Etranger,......6605 Bardonnex,6,6605
55,Etranger,......6605 Bardonnex,8,6605
56,Etranger,......6605 Bardonnex,11,6605
57,Etranger,......6605 Bardonnex,8,6605
58,Etranger,......6605 Bardonnex,4,6605
59,Etranger,......6605 Bardonnex,8,6605
60,Etranger,......6605 Bardonnex,4,6605
61,Etranger,......6605 Bardonnex,6,6605
62,Etranger,......6605 Bardonnex,3,6605
63,Etranger,......6605 Bardonnex,3,6605
64,Etranger,......6605 Bardonnex,1,6605
65,Etranger,......6605 Bardonnex,3,6605
66,Etranger,......6605 Bardonnex,3,6605
67,Etranger,......6605 Bardonnex,2,6605
68,Etranger,......6605 Bardonnex,6,6605
69,Etranger,......6605 Bardonnex,5,6605
70,Etranger,......6605 Bardonnex,3,6605
71,Etranger,......6605 Bardonnex,4,6605
72,Etranger,......6605 Bardonnex,2,6605
73,Etranger,......6605 Bardonnex,2,6605
74,Etranger,......6605 Bardonnex,3,6605
75,Etranger,......6605 Bardonnex,2,6605
76,Etranger,......6605 Bardonnex,6,6605
77,Etranger,......6605 Bardonnex,0,6605
78,Etranger,......6605 Bardonnex,1,6605
79,Etranger,......6605 Bardonnex,1,6605
80,Etranger,......6605 Bardonnex,0,6605
81,Etranger,......6605 Bardonnex,0,6605
82,Etranger,......6605 Bardonnex,1,6605
83,Etranger,......6605 Bardonnex,1,6605
84,Etranger,......6605 Bardonnex,2,6605
85,Etranger,......6605 Bardonnex,1,6605
86,Etranger,......6605 Bardonnex,1,6605
87,Etranger,......6605 Bardonnex,0,6605
88,Etranger,......6605 Bardonnex,3,6605
89,Etranger,......6605 Bardonnex,0,6605
90,Etranger,......6605 Bardonnex,1,6605
91,Etranger,......6605 Bardonnex,0,6605
92,Etranger,......6605 Bardonnex,0,6605
93,Etranger,......6605 Bardonnex,0,6605
94,Etranger,......6605 Bardonnex,1,6605
95,Etranger,......6605 Bardonnex,0,6605
96,Etranger,......6605 Bardonnex,0,6605
97,Etranger,......6605 Bardonnex,1,6605
98,Etranger,......6605 Bardonnex,0,6605
99,Etranger,......6605 Bardonnex,0,6605
100,Etranger,......6605 Bardonnex,0,6605
0,Nationalité (catégorie) - Total,......6606 Bellevue,45,6606
1,Nationalité (catégorie) - Total,......6606 Bellevue,37,6606
2,Nationalité (catégorie) - Total,......6606 Bellevue,39,6606
3,Nationalité (catégorie) - Total,......6606 Bellevue,45,6606
4,Nationalité (catégorie) - Total,......6606 Bellevue,44,6606
5,Nationalité (catégorie) - Total,......6606 Bellevue,52,6606
6,Nationalité (catégorie) - Total,......6606 Bellevue,53,6606
7,Nationalité (catégorie) - Total,......6606 Bellevue,51,6606
8,Nationalité (catégorie) - Total,......6606 Bellevue,42,6606
9,Nationalité (catégorie) - Total,......6606 Bellevue,50,6606
10,Nationalité (catégorie) - Total,......6606 Bellevue,46,6606
11,Nationalité (catégorie) - Total,......6606 Bellevue,48,6606
12,Nationalité (catégorie) - Total,......6606 Bellevue,49,6606
13,Nationalité (catégorie) - Total,......6606 Bellevue,39,6606
14,Nationalité (catégorie) - Total,......6606 Bellevue,55,6606
15,Nationalité (catégorie) - Total,......6606 Bellevue,47,6606
16,Nationalité (catégorie) - Total,......6606 Bellevue,47,6606
17,Nationalité (catégorie) - Total,......6606 Bellevue,39,6606
18,Nationalité (catégorie) - Total,......6606 Bellevue,47,6606
19,Nationalité (catégorie) - Total,......6606 Bellevue,69,6606
20,Nationalité (catégorie) - Total,......6606 Bellevue,58,6606
21,Nationalité (catégorie) - Total,......6606 Bellevue,39,6606
22,Nationalité (catégorie) - Total,......6606 Bellevue,57,6606
23,Nationalité (catégorie) - Total,......6606 Bellevue,52,6606
24,Nationalité (catégorie) - Total,......6606 Bellevue,39,6606
25,Nationalité (catégorie) - Total,......6606 Bellevue,49,6606
26,Nationalité (catégorie) - Total,......6606 Bellevue,26,6606
27,Nationalité (catégorie) - Total,......6606 Bellevue,38,6606
28,Nationalité (catégorie) - Total,......6606 Bellevue,48,6606
29,Nationalité (catégorie) - Total,......6606 Bellevue,25,6606
30,Nationalité (catégorie) - Total,......6606 Bellevue,43,6606
31,Nationalité (catégorie) - Total,......6606 Bellevue,40,6606
32,Nationalité (catégorie) - Total,......6606 Bellevue,51,6606
33,Nationalité (catégorie) - Total,......6606 Bellevue,39,6606
34,Nationalité (catégorie) - Total,......6606 Bellevue,42,6606
35,Nationalité (catégorie) - Total,......6606 Bellevue,36,6606
36,Nationalité (catégorie) - Total,......6606 Bellevue,54,6606
37,Nationalité (catégorie) - Total,......6606 Bellevue,50,6606
38,Nationalité (catégorie) - Total,......6606 Bellevue,59,6606
39,Nationalité (catégorie) - Total,......6606 Bellevue,71,6606
40,Nationalité (catégorie) - Total,......6606 Bellevue,42,6606
41,Nationalité (catégorie) - Total,......6606 Bellevue,48,6606
42,Nationalité (catégorie) - Total,......6606 Bellevue,58,6606
43,Nationalité (catégorie) - Total,......6606 Bellevue,57,6606
44,Nationalité (catégorie) - Total,......6606 Bellevue,55,6606
45,Nationalité (catégorie) - Total,......6606 Bellevue,50,6606
46,Nationalité (catégorie) - Total,......6606 Bellevue,49,6606
47,Nationalité (catégorie) - Total,......6606 Bellevue,47,6606
48,Nationalité (catégorie) - Total,......6606 Bellevue,48,6606
49,Nationalité (catégorie) - Total,......6606 Bellevue,54,6606
50,Nationalité (catégorie) - Total,......6606 Bellevue,51,6606
51,Nationalité (catégorie) - Total,......6606 Bellevue,45,6606
52,Nationalité (catégorie) - Total,......6606 Bellevue,42,6606
53,Nationalité (catégorie) - Total,......6606 Bellevue,46,6606
54,Nationalité (catégorie) - Total,......6606 Bellevue,37,6606
55,Nationalité (catégorie) - Total,......6606 Bellevue,35,6606
56,Nationalité (catégorie) - Total,......6606 Bellevue,30,6606
57,Nationalité (catégorie) - Total,......6606 Bellevue,38,6606
58,Nationalité (catégorie) - Total,......6606 Bellevue,37,6606
59,Nationalité (catégorie) - Total,......6606 Bellevue,30,6606
60,Nationalité (catégorie) - Total,......6606 Bellevue,38,6606
61,Nationalité (catégorie) - Total,......6606 Bellevue,36,6606
62,Nationalité (catégorie) - Total,......6606 Bellevue,33,6606
63,Nationalité (catégorie) - Total,......6606 Bellevue,33,6606
64,Nationalité (catégorie) - Total,......6606 Bellevue,26,6606
65,Nationalité (catégorie) - Total,......6606 Bellevue,23,6606
66,Nationalité (catégorie) - Total,......6606 Bellevue,24,6606
67,Nationalité (catégorie) - Total,......6606 Bellevue,25,6606
68,Nationalité (catégorie) - Total,......6606 Bellevue,31,6606
69,Nationalité (catégorie) - Total,......6606 Bellevue,28,6606
70,Nationalité (catégorie) - Total,......6606 Bellevue,35,6606
71,Nationalité (catégorie) - Total,......6606 Bellevue,33,6606
72,Nationalité (catégorie) - Total,......6606 Bellevue,23,6606
73,Nationalité (catégorie) - Total,......6606 Bellevue,26,6606
74,Nationalité (catégorie) - Total,......6606 Bellevue,26,6606
75,Nationalité (catégorie) - Total,......6606 Bellevue,24,6606
76,Nationalité (catégorie) - Total,......6606 Bellevue,10,6606
77,Nationalité (catégorie) - Total,......6606 Bellevue,19,6606
78,Nationalité (catégorie) - Total,......6606 Bellevue,14,6606
79,Nationalité (catégorie) - Total,......6606 Bellevue,10,6606
80,Nationalité (catégorie) - Total,......6606 Bellevue,10,6606
81,Nationalité (catégorie) - Total,......6606 Bellevue,10,6606
82,Nationalité (catégorie) - Total,......6606 Bellevue,9,6606
83,Nationalité (catégorie) - Total,......6606 Bellevue,7,6606
84,Nationalité (catégorie) - Total,......6606 Bellevue,9,6606
85,Nationalité (catégorie) - Total,......6606 Bellevue,4,6606
86,Nationalité (catégorie) - Total,......6606 Bellevue,7,6606
87,Nationalité (catégorie) - Total,......6606 Bellevue,2,6606
88,Nationalité (catégorie) - Total,......6606 Bellevue,5,6606
89,Nationalité (catégorie) - Total,......6606 Bellevue,1,6606
90,Nationalité (catégorie) - Total,......6606 Bellevue,1,6606
91,Nationalité (catégorie) - Total,......6606 Bellevue,3,6606
92,Nationalité (catégorie) - Total,......6606 Bellevue,1,6606
93,Nationalité (catégorie) - Total,......6606 Bellevue,0,6606
94,Nationalité (catégorie) - Total,......6606 Bellevue,1,6606
95,Nationalité (catégorie) - Total,......6606 Bellevue,1,6606
96,Nationalité (catégorie) - Total,......6606 Bellevue,0,6606
97,Nationalité (catégorie) - Total,......6606 Bellevue,0,6606
98,Nationalité (catégorie) - Total,......6606 Bellevue,1,6606
99,Nationalité (catégorie) - Total,......6606 Bellevue,0,6606
100,Nationalité (catégorie) - Total,......6606 Bellevue,0,6606
0,Suisse,......6606 Bellevue,35,6606
1,Suisse,......6606 Bellevue,20,6606
2,Suisse,......6606 Bellevue,23,6606
3,Suisse,......6606 Bellevue,25,6606
4,Suisse,......6606 Bellevue,26,6606
5,Suisse,......6606 Bellevue,31,6606
6,Suisse,......6606 Bellevue,27,6606
7,Suisse,......6606 Bellevue,23,6606
8,Suisse,......6606 Bellevue,27,6606
9,Suisse,......6606 Bellevue,27,6606
10,Suisse,......6606 Bellevue,32,6606
11,Suisse,......6606 Bellevue,32,6606
12,Suisse,......6606 Bellevue,28,6606
13,Suisse,......6606 Bellevue,31,6606
14,Suisse,......6606 Bellevue,41,6606
15,Suisse,......6606 Bellevue,33,6606
16,Suisse,......6606 Bellevue,36,6606
17,Suisse,......6606 Bellevue,26,6606
18,Suisse,......6606 Bellevue,32,6606
19,Suisse,......6606 Bellevue,35,6606
20,Suisse,......6606 Bellevue,30,6606
21,Suisse,......6606 Bellevue,25,6606
22,Suisse,......6606 Bellevue,35,6606
23,Suisse,......6606 Bellevue,34,6606
24,Suisse,......6606 Bellevue,27,6606
25,Suisse,......6606 Bellevue,29,6606
26,Suisse,......6606 Bellevue,15,6606
27,Suisse,......6606 Bellevue,21,6606
28,Suisse,......6606 Bellevue,28,6606
29,Suisse,......6606 Bellevue,13,6606
30,Suisse,......6606 Bellevue,25,6606
31,Suisse,......6606 Bellevue,21,6606
32,Suisse,......6606 Bellevue,30,6606
33,Suisse,......6606 Bellevue,23,6606
34,Suisse,......6606 Bellevue,29,6606
35,Suisse,......6606 Bellevue,21,6606
36,Suisse,......6606 Bellevue,26,6606
37,Suisse,......6606 Bellevue,24,6606
38,Suisse,......6606 Bellevue,39,6606
39,Suisse,......6606 Bellevue,37,6606
40,Suisse,......6606 Bellevue,15,6606
41,Suisse,......6606 Bellevue,23,6606
42,Suisse,......6606 Bellevue,30,6606
43,Suisse,......6606 Bellevue,33,6606
44,Suisse,......6606 Bellevue,35,6606
45,Suisse,......6606 Bellevue,28,6606
46,Suisse,......6606 Bellevue,30,6606
47,Suisse,......6606 Bellevue,23,6606
48,Suisse,......6606 Bellevue,28,6606
49,Suisse,......6606 Bellevue,34,6606
50,Suisse,......6606 Bellevue,26,6606
51,Suisse,......6606 Bellevue,33,6606
52,Suisse,......6606 Bellevue,27,6606
53,Suisse,......6606 Bellevue,26,6606
54,Suisse,......6606 Bellevue,18,6606
55,Suisse,......6606 Bellevue,23,6606
56,Suisse,......6606 Bellevue,20,6606
57,Suisse,......6606 Bellevue,25,6606
58,Suisse,......6606 Bellevue,22,6606
59,Suisse,......6606 Bellevue,18,6606
60,Suisse,......6606 Bellevue,27,6606
61,Suisse,......6606 Bellevue,28,6606
62,Suisse,......6606 Bellevue,28,6606
63,Suisse,......6606 Bellevue,26,6606
64,Suisse,......6606 Bellevue,22,6606
65,Suisse,......6606 Bellevue,15,6606
66,Suisse,......6606 Bellevue,20,6606
